time,jurisdiction,year,month,tas,RH
1/1/2007,ACT,2007,1,20.31973645,53.62194411
1/2/2007,ACT,2007,2,19.07481085,69.49525994
1/3/2007,ACT,2007,3,16.88223802,65.07965451
1/4/2007,ACT,2007,4,12.66667583,66.51634417
1/5/2007,ACT,2007,5,9.72681699,74.34998464
1/6/2007,ACT,2007,6,4.875474421,80.42466089
1/7/2007,ACT,2007,7,3.954239392,78.73568053
1/8/2007,ACT,2007,8,7.311309453,71.60022022
1/9/2007,ACT,2007,9,8.456508389,64.83655587
1/10/2007,ACT,2007,10,13.12384392,52.85841599
1/11/2007,ACT,2007,11,15.89058899,68.40476237
1/12/2007,ACT,2007,12,17.05640698,66.40173254
1/1/2008,ACT,2008,1,19.71508023,63.07235489
1/2/2008,ACT,2008,2,16.03403431,68.18112969
1/3/2008,ACT,2008,3,16.28845913,61.736041
1/4/2008,ACT,2008,4,10.44529996,69.40637765
1/5/2008,ACT,2008,5,7.435386142,75.98972088
1/6/2008,ACT,2008,6,6.931123333,80.76642593
1/7/2008,ACT,2008,7,3.826330864,78.42173491
1/8/2008,ACT,2008,8,4.521574074,72.1001762
1/9/2008,ACT,2008,9,9.139731105,62.10271292
1/10/2008,ACT,2008,10,13.27648293,55.88553226
1/11/2008,ACT,2008,11,14.69416009,60.81281742
1/12/2008,ACT,2008,12,16.2466261,57.25684053
1/1/2009,ACT,2009,1,20.75173293,50.13510312
1/2/2009,ACT,2009,2,18.94186807,61.10315557
1/3/2009,ACT,2009,3,16.4912477,59.46263761
1/4/2009,ACT,2009,4,11.47214513,71.67677563
1/5/2009,ACT,2009,5,8.454796113,76.36638181
1/6/2009,ACT,2009,6,5.978649077,83.9143467
1/7/2009,ACT,2009,7,4.689846655,78.46099023
1/8/2009,ACT,2009,8,6.30332019,70.98572217
1/9/2009,ACT,2009,9,9.191260028,66.71208658
1/10/2009,ACT,2009,10,10.7438599,69.6351942
1/11/2009,ACT,2009,11,18.56939168,56.11903175
1/12/2009,ACT,2009,12,18.40308097,55.71504593
1/1/2010,ACT,2010,1,20.77489006,55.25145684
1/2/2010,ACT,2010,2,18.67766274,70.61199086
1/3/2010,ACT,2010,3,16.15234093,68.47350401
1/4/2010,ACT,2010,4,12.54450543,72.68864968
1/5/2010,ACT,2010,5,7.983362317,78.43352538
1/6/2010,ACT,2010,6,4.974784906,80.96858976
1/7/2010,ACT,2010,7,4.783275747,82.03296332
1/8/2010,ACT,2010,8,4.872843873,76.40378673
1/9/2010,ACT,2010,9,8.316788732,70.49825927
1/10/2010,ACT,2010,10,11.86595749,73.04831797
1/11/2010,ACT,2010,11,14.79726851,70.90889676
1/12/2010,ACT,2010,12,16.26126491,68.08710041
1/1/2011,ACT,2011,1,19.85129155,68.04057886
1/2/2011,ACT,2011,2,18.46667562,72.06514467
1/3/2011,ACT,2011,3,15.18402916,75.40824747
1/4/2011,ACT,2011,4,10.73940196,75.15545101
1/5/2011,ACT,2011,5,6.465606087,76.00213574
1/6/2011,ACT,2011,6,5.116835565,79.95084143
1/7/2011,ACT,2011,7,4.045173583,79.40322925
1/8/2011,ACT,2011,8,6.976803792,76.0036012
1/9/2011,ACT,2011,9,8.663677252,66.57797037
1/10/2011,ACT,2011,10,11.73587244,67.82976743
1/11/2011,ACT,2011,11,15.94190861,66.841572
1/12/2011,ACT,2011,12,15.05232266,69.2184016
1/1/2012,ACT,2012,1,17.99773012,64.55549169
1/2/2012,ACT,2012,2,16.89943418,76.0205264
1/3/2012,ACT,2012,3,14.16601446,76.895746
1/4/2012,ACT,2012,4,11.73114086,75.81663758
1/5/2012,ACT,2012,5,6.226391178,77.11596969
1/6/2012,ACT,2012,6,5.046924306,84.11435592
1/7/2012,ACT,2012,7,4.328724528,79.79372149
1/8/2012,ACT,2012,8,4.604798732,73.53040137
1/9/2012,ACT,2012,9,8.39772952,68.08610816
1/10/2012,ACT,2012,10,11.57670601,58.77481427
1/11/2012,ACT,2012,11,15.73380424,62.46040204
1/12/2012,ACT,2012,12,17.26375116,59.08441317
1/1/2013,ACT,2013,1,20.79339964,56.24275582
1/2/2013,ACT,2013,2,17.91107445,68.31341383
1/3/2013,ACT,2013,3,15.97385623,67.45211105
1/4/2013,ACT,2013,4,12.04784398,70.13757181
1/5/2013,ACT,2013,5,7.791937573,76.03492176
1/6/2013,ACT,2013,6,5.992959852,83.82416908
1/7/2013,ACT,2013,7,5.527223789,81.70654472
1/8/2013,ACT,2013,8,6.200725814,74.82139683
1/9/2013,ACT,2013,9,10.50646803,67.14674082
1/10/2013,ACT,2013,10,11.6723553,57.00387741
1/11/2013,ACT,2013,11,13.78889449,58.43254628
1/12/2013,ACT,2013,12,17.99383422,55.59939535
1/1/2014,ACT,2014,1,20.04735615,51.3932028
1/2/2014,ACT,2014,2,18.99495914,62.94622056
1/3/2014,ACT,2014,3,16.49120341,74.52105875
1/4/2014,ACT,2014,4,12.22798771,77.26483502
1/5/2014,ACT,2014,5,8.733993601,80.40839985
1/6/2014,ACT,2014,6,6.048904232,84.44637276
1/7/2014,ACT,2014,7,4.628012683,79.54056492
1/8/2014,ACT,2014,8,5.403667236,75.53987213
1/9/2014,ACT,2014,9,9.071030745,69.81596346
1/10/2014,ACT,2014,10,13.3229648,58.66179509
1/11/2014,ACT,2014,11,16.84173687,56.28870344
1/12/2014,ACT,2014,12,17.77537495,64.18475005
1/1/2015,ACT,2015,1,18.25289201,67.70106837
1/2/2015,ACT,2015,2,18.53894694,70.75577475
1/3/2015,ACT,2015,3,15.5603358,60.94372331
1/4/2015,ACT,2015,4,11.46521444,77.11214586
1/5/2015,ACT,2015,5,7.734387248,75.03566695
1/6/2015,ACT,2015,6,4.91628107,81.14720494
1/7/2015,ACT,2015,7,3.767669391,81.85316652
1/8/2015,ACT,2015,8,5.396613083,77.66795515
1/9/2015,ACT,2015,9,8.237468996,71.73080046
1/10/2015,ACT,2015,10,14.99442737,63.47687667
1/11/2015,ACT,2015,11,16.11659983,62.61314995
1/12/2015,ACT,2015,12,18.28415684,54.58091295
1/1/2016,ACT,2016,1,18.54060263,66.25406873
1/2/2016,ACT,2016,2,19.37359543,62.12353998
1/3/2016,ACT,2016,3,17.62909446,67.11304212
1/4/2016,ACT,2016,4,13.77902774,67.85346257
1/5/2016,ACT,2016,5,8.646979842,75.63244707
1/6/2016,ACT,2016,6,6.0317492,83.17394626
1/7/2016,ACT,2016,7,5.483359876,84.73885939
1/8/2016,ACT,2016,8,5.873354454,76.76708329
1/9/2016,ACT,2016,9,8.302930525,79.32238075
1/10/2016,ACT,2016,10,10.08741194,67.20048996
1/11/2016,ACT,2016,11,15.1598124,59.30404175
1/12/2016,ACT,2016,12,18.6290926,60.54951562
1/1/2017,ACT,2017,1,21.07304896,59.33283843
1/2/2017,ACT,2017,2,19.32945618,56.33505668
1/3/2017,ACT,2017,3,16.97668313,72.23604026
1/4/2017,ACT,2017,4,11.31857074,73.22576733
1/5/2017,ACT,2017,5,7.796481453,77.25910157
1/6/2017,ACT,2017,6,4.99530805,79.74332624
1/7/2017,ACT,2017,7,4.014598013,76.96458592
1/8/2017,ACT,2017,8,5.155114425,71.6076039
1/9/2017,ACT,2017,9,8.51404667,59.77135551
1/10/2017,ACT,2017,10,13.27359122,65.19547266
1/11/2017,ACT,2017,11,14.99421598,67.38791918
1/12/2017,ACT,2017,12,18.64522757,62.18951717
1/1/2018,ACT,2018,1,20.87462749,54.88259315
1/2/2018,ACT,2018,2,18.60568076,58.37890894
1/3/2018,ACT,2018,3,16.45367083,61.32194607
1/4/2018,ACT,2018,4,14.88286416,61.09778404
1/5/2018,ACT,2018,5,8.063695189,69.83251927
1/6/2018,ACT,2018,6,5.604556974,80.2925571
1/7/2018,ACT,2018,7,4.324590746,72.53923525
1/8/2018,ACT,2018,8,5.326020507,69.43161704
1/9/2018,ACT,2018,9,8.472330883,62.03297037
1/10/2018,ACT,2018,10,12.88810709,64.16462906
1/11/2018,ACT,2018,11,14.99750074,60.50388549
1/12/2018,ACT,2018,12,19.53383194,56.52038187
1/1/2019,ACT,2019,1,23.49302118,58.7394424
1/2/2019,ACT,2019,2,18.86854992,59.22939007
1/3/2019,ACT,2019,3,16.66721979,66.30853268
1/4/2019,ACT,2019,4,13.38395613,67.94818387
1/5/2019,ACT,2019,5,8.003126373,74.78852914
1/6/2019,ACT,2019,6,5.450546267,80.17203807
1/7/2019,ACT,2019,7,5.404225876,75.97557026
1/8/2019,ACT,2019,8,5.187973938,71.37852458
1/9/2019,ACT,2019,9,9.036887757,62.09491884
1/10/2019,ACT,2019,10,13.28155778,52.77995002
1/11/2019,ACT,2019,11,15.8791807,46.49600698
1/12/2019,ACT,2019,12,20.13322078,44.9467813
1/1/2020,ACT,2020,1,21.38388471,55.76571121
1/2/2020,ACT,2020,2,18.49003095,65.66235956
1/3/2020,ACT,2020,3,15.21492354,68.820203
1/4/2020,ACT,2020,4,11.65533933,74.62897547
1/5/2020,ACT,2020,5,7.620893353,77.72564998
1/6/2020,ACT,2020,6,5.854639339,82.095902
1/7/2020,ACT,2020,7,5.661460895,80.64339334
1/8/2020,ACT,2020,8,5.657108967,76.91583201
1/9/2020,ACT,2020,9,9.728355091,72.75505809
1/10/2020,ACT,2020,10,12.78131141,72.37623296
1/11/2020,ACT,2020,11,16.64401396,62.85212804
1/12/2020,ACT,2020,12,16.1026272,65.37731142
1/1/2021,ACT,2021,1,18.26340595,61.77483035
1/2/2021,ACT,2021,2,17.23013392,69.16927511
1/3/2021,ACT,2021,3,14.58699648,71.19202393
1/4/2021,ACT,2021,4,11.2375158,67.38731778
1/5/2021,ACT,2021,5,7.859374237,78.57861865
1/6/2021,ACT,2021,6,5.98317727,85.12030584
1/7/2021,ACT,2021,7,4.662793924,81.99568136
1/8/2021,ACT,2021,8,6.301861575,75.8785392
1/9/2021,ACT,2021,9,8.938399056,69.54637038
1/10/2021,ACT,2021,10,11.07643721,67.46093394
1/11/2021,ACT,2021,11,13.21134808,75.04858374
1/12/2021,ACT,2021,12,16.54547558,68.04816422
1/1/2022,ACT,2022,1,18.98459058,74.9073846
1/2/2022,ACT,2022,2,17.18585373,71.06386557
1/3/2022,ACT,2022,3,15.86622105,76.56949523
1/4/2022,ACT,2022,4,12.29158687,79.9681627
1/5/2022,ACT,2022,5,8.510158211,82.02928073
1/6/2022,ACT,2022,6,4.707482243,82.8210395
1/7/2022,ACT,2022,7,4.973204643,79.88019184
1/8/2022,ACT,2022,8,6.661426451,79.8906345
1/9/2022,ACT,2022,9,8.367895525,76.12162388
1/10/2022,ACT,2022,10,11.54173112,77.28388083
1/11/2022,ACT,2022,11,12.24251687,68.1705848
1/12/2022,ACT,2022,12,15.13647815,62.39925292
1/1/2023,ACT,2023,1,18.14941036,69.50928083
1/2/2023,ACT,2023,2,17.68076903,65.72344679
1/3/2023,ACT,2023,3,16.17040192,68.35116779
1/4/2023,ACT,2023,4,11.4218807,77.1072849
1/5/2023,ACT,2023,5,6.591347074,76.87244069
1/6/2023,ACT,2023,6,5.859612966,82.71344626
1/7/2023,ACT,2023,7,5.609193184,77.43181185
1/8/2023,ACT,2023,8,7.08880148,78.18523758
1/9/2023,ACT,2023,9,10.82847264,59.5570711
1/10/2023,ACT,2023,10,12.19169596,57.78762167
1/11/2023,ACT,2023,11,15.90800018,67.44163859
1/12/2023,ACT,2023,12,18.3128187,65.19785252
1/1/2007,AUS,2007,1,22.23724767,62.4670018
1/2/2007,AUS,2007,2,22.40570616,67.01510296
1/3/2007,AUS,2007,3,20.37093508,66.30680633
1/4/2007,AUS,2007,4,17.0954449,69.8749804
1/5/2007,AUS,2007,5,14.96984758,73.62488797
1/6/2007,AUS,2007,6,10.38083889,77.82598009
1/7/2007,AUS,2007,7,10.01605673,71.6348108
1/8/2007,AUS,2007,8,12.39163574,69.88821352
1/9/2007,AUS,2007,9,13.93752462,64.69662775
1/10/2007,AUS,2007,10,17.07751329,61.08599516
1/11/2007,AUS,2007,11,19.08473178,67.5051392
1/12/2007,AUS,2007,12,20.54081239,65.50916364
1/1/2008,AUS,2008,1,22.01807083,66.7044878
1/2/2008,AUS,2008,2,20.18177986,68.35381315
1/3/2008,AUS,2008,3,19.82712303,63.81865411
1/4/2008,AUS,2008,4,15.42255281,69.5032435
1/5/2008,AUS,2008,5,13.0486987,74.77745049
1/6/2008,AUS,2008,6,12.24050237,78.1128067
1/7/2008,AUS,2008,7,10.05911954,73.99912216
1/8/2008,AUS,2008,8,10.05498634,68.94503906
1/9/2008,AUS,2008,9,14.04426976,65.81215744
1/10/2008,AUS,2008,10,16.69954118,62.95833491
1/11/2008,AUS,2008,11,18.08138582,66.1641682
1/12/2008,AUS,2008,12,19.89851221,63.85412906
1/1/2009,AUS,2009,1,22.50410425,59.47526548
1/2/2009,AUS,2009,2,21.77125133,65.33464771
1/3/2009,AUS,2009,3,19.76029138,66.51517429
1/4/2009,AUS,2009,4,16.60383778,69.90542116
1/5/2009,AUS,2009,5,13.60748498,74.61078862
1/6/2009,AUS,2009,6,11.28992522,79.06771679
1/7/2009,AUS,2009,7,10.51044016,73.55719372
1/8/2009,AUS,2009,8,12.68098695,67.27170999
1/9/2009,AUS,2009,9,14.3597381,63.95925485
1/10/2009,AUS,2009,10,15.74597131,65.48960309
1/11/2009,AUS,2009,11,20.96464501,62.14167494
1/12/2009,AUS,2009,12,21.1875862,62.23401869
1/1/2010,AUS,2010,1,22.60122807,61.70363473
1/2/2010,AUS,2010,2,22.41843012,67.92564567
1/3/2010,AUS,2010,3,20.26445733,69.01389666
1/4/2010,AUS,2010,4,17.46416346,72.48922508
1/5/2010,AUS,2010,5,13.41152667,75.28027094
1/6/2010,AUS,2010,6,10.75750795,77.23105331
1/7/2010,AUS,2010,7,10.57832742,79.47461189
1/8/2010,AUS,2010,8,10.82889122,70.98746617
1/9/2010,AUS,2010,9,13.43442805,70.51769249
1/10/2010,AUS,2010,10,15.78011115,70.40191162
1/11/2010,AUS,2010,11,18.49423587,68.70552416
1/12/2010,AUS,2010,12,19.98445104,69.07730056
1/1/2011,AUS,2011,1,22.20724794,69.09949582
1/2/2011,AUS,2011,2,21.90606365,70.04572704
1/3/2011,AUS,2011,3,19.49981658,72.39970494
1/4/2011,AUS,2011,4,16.21221729,73.61483672
1/5/2011,AUS,2011,5,12.38124564,74.29783437
1/6/2011,AUS,2011,6,10.94817896,76.05368388
1/7/2011,AUS,2011,7,10.15446222,74.4021795
1/8/2011,AUS,2011,8,12.07070699,74.29154777
1/9/2011,AUS,2011,9,13.73162365,65.28839994
1/10/2011,AUS,2011,10,15.92501526,69.78814599
1/11/2011,AUS,2011,11,19.51837643,67.78411176
1/12/2011,AUS,2011,12,19.27802874,66.97482715
1/1/2012,AUS,2012,1,21.73454812,65.33047319
1/2/2012,AUS,2012,2,21.07997079,70.98610912
1/3/2012,AUS,2012,3,18.98345357,71.03747101
1/4/2012,AUS,2012,4,16.75371212,72.16107004
1/5/2012,AUS,2012,5,12.73538876,72.94254822
1/6/2012,AUS,2012,6,10.83906628,78.92794879
1/7/2012,AUS,2012,7,10.29233761,76.64767553
1/8/2012,AUS,2012,8,11.10217056,66.83171433
1/9/2012,AUS,2012,9,13.85954036,65.29431967
1/10/2012,AUS,2012,10,16.09439045,61.57337346
1/11/2012,AUS,2012,11,19.0473068,64.44473169
1/12/2012,AUS,2012,12,20.89790103,61.89796585
1/1/2013,AUS,2013,1,22.53731624,62.66348258
1/2/2013,AUS,2013,2,21.71555055,66.60611155
1/3/2013,AUS,2013,3,20.28727599,67.58484792
1/4/2013,AUS,2013,4,16.85143146,70.93673229
1/5/2013,AUS,2013,5,13.41418938,73.96166828
1/6/2013,AUS,2013,6,11.18851604,80.72512014
1/7/2013,AUS,2013,7,11.21584171,77.9678354
1/8/2013,AUS,2013,8,12.32424873,68.67684875
1/9/2013,AUS,2013,9,15.5957135,65.99501532
1/10/2013,AUS,2013,10,16.62095057,60.46190167
1/11/2013,AUS,2013,11,18.19590808,64.50320307
1/12/2013,AUS,2013,12,20.76203582,60.41114803
1/1/2014,AUS,2014,1,22.56321512,60.12494441
1/2/2014,AUS,2014,2,21.92200612,63.44293923
1/3/2014,AUS,2014,3,20.25319736,70.12769181
1/4/2014,AUS,2014,4,17.21843889,72.47569946
1/5/2014,AUS,2014,5,14.52645601,75.04016305
1/6/2014,AUS,2014,6,11.84970791,77.47750466
1/7/2014,AUS,2014,7,10.56718202,73.06476936
1/8/2014,AUS,2014,8,11.42580587,73.53525177
1/9/2014,AUS,2014,9,14.05666629,67.09327285
1/10/2014,AUS,2014,10,17.34619959,62.46503028
1/11/2014,AUS,2014,11,19.70462876,61.81933637
1/12/2014,AUS,2014,12,20.86720729,65.28762227
1/1/2015,AUS,2015,1,22.05339168,66.00878731
1/2/2015,AUS,2015,2,22.03259505,67.68148735
1/3/2015,AUS,2015,3,19.67619441,66.41345929
1/4/2015,AUS,2015,4,16.0532444,72.73765486
1/5/2015,AUS,2015,5,13.36142154,74.14459831
1/6/2015,AUS,2015,6,11.21471153,78.94288148
1/7/2015,AUS,2015,7,9.955263591,75.15139185
1/8/2015,AUS,2015,8,11.32677028,72.28935712
1/9/2015,AUS,2015,9,13.38878917,68.33140526
1/10/2015,AUS,2015,10,18.53866019,62.60136235
1/11/2015,AUS,2015,11,19.69452185,65.44070838
1/12/2015,AUS,2015,12,21.46531641,59.18653183
1/1/2016,AUS,2016,1,22.03644902,65.66248837
1/2/2016,AUS,2016,2,22.14395671,64.96988519
1/3/2016,AUS,2016,3,21.02179873,69.13268315
1/4/2016,AUS,2016,4,18.10269767,69.88946549
1/5/2016,AUS,2016,5,14.6011324,70.8011917
1/6/2016,AUS,2016,6,11.58123593,77.94653847
1/7/2016,AUS,2016,7,11.30353725,76.365974
1/8/2016,AUS,2016,8,11.56279903,72.97098764
1/9/2016,AUS,2016,9,13.64459452,72.50523036
1/10/2016,AUS,2016,10,15.39774655,62.13585836
1/11/2016,AUS,2016,11,18.73884489,62.31652276
1/12/2016,AUS,2016,12,21.57304302,62.15432589
1/1/2017,AUS,2017,1,23.07025283,63.3015278
1/2/2017,AUS,2017,2,22.28783966,64.3165632
1/3/2017,AUS,2017,3,21.09154506,70.97241747
1/4/2017,AUS,2017,4,16.53294778,70.38594135
1/5/2017,AUS,2017,5,13.61954535,75.54838487
1/6/2017,AUS,2017,6,11.19505728,78.24199307
1/7/2017,AUS,2017,7,10.66854946,71.47300983
1/8/2017,AUS,2017,8,11.50339205,66.60293702
1/9/2017,AUS,2017,9,14.40468188,59.72038786
1/10/2017,AUS,2017,10,17.16799907,68.60265532
1/11/2017,AUS,2017,11,19.37002536,64.80320611
1/12/2017,AUS,2017,12,21.54006635,64.01256204
1/1/2018,AUS,2018,1,23.05342487,61.20759064
1/2/2018,AUS,2018,2,22.03498625,63.49501235
1/3/2018,AUS,2018,3,20.48000387,66.26266297
1/4/2018,AUS,2018,4,18.34212174,67.87799609
1/5/2018,AUS,2018,5,13.8644616,68.83163614
1/6/2018,AUS,2018,6,10.90135642,76.41687334
1/7/2018,AUS,2018,7,11.03130403,68.0824641
1/8/2018,AUS,2018,8,11.26997687,64.14955557
1/9/2018,AUS,2018,9,13.40743326,65.87362358
1/10/2018,AUS,2018,10,16.8146406,69.25764049
1/11/2018,AUS,2018,11,18.72988319,62.19106048
1/12/2018,AUS,2018,12,21.93700535,63.49268464
1/1/2019,AUS,2019,1,24.03585411,61.71209422
1/2/2019,AUS,2019,2,22.0745357,61.9005385
1/3/2019,AUS,2019,3,20.88480807,66.58866956
1/4/2019,AUS,2019,4,17.58981276,67.61620808
1/5/2019,AUS,2019,5,13.85014771,71.14746023
1/6/2019,AUS,2019,6,11.46154999,76.31077664
1/7/2019,AUS,2019,7,11.34149996,73.05417114
1/8/2019,AUS,2019,8,11.38913567,66.65686789
1/9/2019,AUS,2019,9,14.11711991,63.90180762
1/10/2019,AUS,2019,10,17.13037568,61.05968391
1/11/2019,AUS,2019,11,19.19737329,56.53066715
1/12/2019,AUS,2019,12,22.2388659,55.52587444
1/1/2020,AUS,2020,1,22.89987632,64.45433527
1/2/2020,AUS,2020,2,21.66635065,70.85385243
1/3/2020,AUS,2020,3,19.36510475,68.70666167
1/4/2020,AUS,2020,4,16.9001596,70.61742025
1/5/2020,AUS,2020,5,12.9589924,73.63921195
1/6/2020,AUS,2020,6,11.46031207,78.1069773
1/7/2020,AUS,2020,7,10.90759442,77.73674245
1/8/2020,AUS,2020,8,11.48349599,70.81746244
1/9/2020,AUS,2020,9,14.70422078,68.22590562
1/10/2020,AUS,2020,10,16.8335067,69.12166359
1/11/2020,AUS,2020,11,19.86863144,62.30805699
1/12/2020,AUS,2020,12,20.24765395,64.96430239
1/1/2021,AUS,2021,1,21.62022786,64.74209943
1/2/2021,AUS,2021,2,20.84348613,68.37021176
1/3/2021,AUS,2021,3,19.28835192,71.53173478
1/4/2021,AUS,2021,4,16.26774726,69.39928409
1/5/2021,AUS,2021,5,13.44907489,73.71867908
1/6/2021,AUS,2021,6,11.31101173,79.16044282
1/7/2021,AUS,2021,7,10.82251297,75.6630622
1/8/2021,AUS,2021,8,12.13548716,71.14303663
1/9/2021,AUS,2021,9,13.98451342,66.20371398
1/10/2021,AUS,2021,10,15.97089066,67.54015943
1/11/2021,AUS,2021,11,17.68081958,70.53121464
1/12/2021,AUS,2021,12,20.36661583,66.09385155
1/1/2022,AUS,2022,1,22.78588977,69.34290456
1/2/2022,AUS,2022,2,21.20226142,68.24795102
1/3/2022,AUS,2022,3,20.0877248,73.68050159
1/4/2022,AUS,2022,4,17.2809645,75.39708478
1/5/2022,AUS,2022,5,13.95120991,80.0232145
1/6/2022,AUS,2022,6,10.71196828,77.25955004
1/7/2022,AUS,2022,7,10.32304309,77.86192185
1/8/2022,AUS,2022,8,11.70690433,75.17875069
1/9/2022,AUS,2022,9,13.38856753,74.48612036
1/10/2022,AUS,2022,10,15.8543574,74.18774112
1/11/2022,AUS,2022,11,16.95849918,66.21032113
1/12/2022,AUS,2022,12,19.3660288,63.57193348
1/1/2023,AUS,2023,1,21.65445845,67.0418358
1/2/2023,AUS,2023,2,21.51805345,64.91056872
1/3/2023,AUS,2023,3,20.35373588,69.92062667
1/4/2023,AUS,2023,4,16.29885006,73.05992998
1/5/2023,AUS,2023,5,12.53833596,71.19225202
1/6/2023,AUS,2023,6,11.4309507,75.53340301
1/7/2023,AUS,2023,7,11.41142124,75.38676713
1/8/2023,AUS,2023,8,12.49711496,73.77721351
1/9/2023,AUS,2023,9,15.40402097,63.89854844
1/10/2023,AUS,2023,10,16.74564135,61.08678905
1/11/2023,AUS,2023,11,19.25580586,68.59791859
1/12/2023,AUS,2023,12,21.62692573,66.77173935
1/1/2007,NSW,2007,1,22.60850153,63.33058064
1/2/2007,NSW,2007,2,21.7997515,74.21156029
1/3/2007,NSW,2007,3,20.41720553,70.76239682
1/4/2007,NSW,2007,4,16.64812685,74.39405029
1/5/2007,NSW,2007,5,14.49674989,71.8652088
1/6/2007,NSW,2007,6,9.948003646,78.69592571
1/7/2007,NSW,2007,7,9.339423542,68.35378379
1/8/2007,NSW,2007,8,12.50587834,66.22491157
1/9/2007,NSW,2007,9,13.92857992,60.65798022
1/10/2007,NSW,2007,10,18.11389332,56.56752143
1/11/2007,NSW,2007,11,18.82989794,74.15521185
1/12/2007,NSW,2007,12,20.07741597,72.48584502
1/1/2008,NSW,2008,1,21.59708594,73.48741374
1/2/2008,NSW,2008,2,19.40452424,73.89735374
1/3/2008,NSW,2008,3,19.02913156,70.25083825
1/4/2008,NSW,2008,4,14.64958175,73.12706628
1/5/2008,NSW,2008,5,12.48274213,72.96261304
1/6/2008,NSW,2008,6,12.0433961,77.92772317
1/7/2008,NSW,2008,7,9.442758886,69.46115812
1/8/2008,NSW,2008,8,9.468139375,65.33004265
1/9/2008,NSW,2008,9,14.1692368,63.89944782
1/10/2008,NSW,2008,10,17.15036223,64.67571932
1/11/2008,NSW,2008,11,18.28205447,66.72639352
1/12/2008,NSW,2008,12,20.40253193,64.01278923
1/1/2009,NSW,2009,1,22.8400997,62.01103244
1/2/2009,NSW,2009,2,21.60831063,71.48672303
1/3/2009,NSW,2009,3,19.94029017,69.14512694
1/4/2009,NSW,2009,4,16.26833907,73.49135892
1/5/2009,NSW,2009,5,13.38392302,74.5203757
1/6/2009,NSW,2009,6,10.97240853,76.40518169
1/7/2009,NSW,2009,7,10.03443577,70.25251093
1/8/2009,NSW,2009,8,12.49453441,58.70364494
1/9/2009,NSW,2009,9,15.16360757,58.48382275
1/10/2009,NSW,2009,10,15.69687784,66.11351763
1/11/2009,NSW,2009,11,21.57964526,63.43309692
1/12/2009,NSW,2009,12,21.55588908,65.61241979
1/1/2010,NSW,2010,1,23.12549083,66.51421319
1/2/2010,NSW,2010,2,22.19250939,73.03789347
1/3/2010,NSW,2010,3,20.07989348,71.25773968
1/4/2010,NSW,2010,4,17.11279272,71.78457717
1/5/2010,NSW,2010,5,13.0981185,74.94680268
1/6/2010,NSW,2010,6,10.25170073,75.55545705
1/7/2010,NSW,2010,7,10.21225216,78.24809271
1/8/2010,NSW,2010,8,10.56907245,65.70134738
1/9/2010,NSW,2010,9,13.68177738,66.42965174
1/10/2010,NSW,2010,10,16.02508892,73.25718304
1/11/2010,NSW,2010,11,18.53340775,73.24493674
1/12/2010,NSW,2010,12,20.37566691,70.47013852
1/1/2011,NSW,2011,1,22.53011646,72.44870346
1/2/2011,NSW,2011,2,22.65099412,69.67482526
1/3/2011,NSW,2011,3,19.64922562,75.05857021
1/4/2011,NSW,2011,4,15.67417989,74.48936859
1/5/2011,NSW,2011,5,11.76969631,72.39233856
1/6/2011,NSW,2011,6,10.53191366,73.73586085
1/7/2011,NSW,2011,7,9.507698531,71.53074511
1/8/2011,NSW,2011,8,11.78969007,73.55594556
1/9/2011,NSW,2011,9,13.99523737,61.90567636
1/10/2011,NSW,2011,10,15.7628937,69.39643382
1/11/2011,NSW,2011,11,19.97706547,71.24830559
1/12/2011,NSW,2011,12,17.78846843,72.28813152
1/1/2012,NSW,2012,1,20.89629484,71.25646803
1/2/2012,NSW,2012,2,20.35163793,78.47237883
1/3/2012,NSW,2012,3,18.54999197,76.5183489
1/4/2012,NSW,2012,4,16.48122975,75.04277811
1/5/2012,NSW,2012,5,12.0227846,70.93422817
1/6/2012,NSW,2012,6,10.23974262,79.57271503
1/7/2012,NSW,2012,7,9.817894583,74.63896543
1/8/2012,NSW,2012,8,10.78464838,59.88863187
1/9/2012,NSW,2012,9,14.07060323,60.09458491
1/10/2012,NSW,2012,10,16.2464258,58.71861103
1/11/2012,NSW,2012,11,19.36222232,67.11504802
1/12/2012,NSW,2012,12,20.95060085,65.34079336
1/1/2013,NSW,2013,1,23.06791731,67.99493442
1/2/2013,NSW,2013,2,20.67791026,74.52056137
1/3/2013,NSW,2013,3,19.83511818,72.03436645
1/4/2013,NSW,2013,4,16.25630117,72.17787351
1/5/2013,NSW,2013,5,12.9009855,72.80041838
1/6/2013,NSW,2013,6,11.07658418,81.32984815
1/7/2013,NSW,2013,7,10.69873463,75.32788812
1/8/2013,NSW,2013,8,12.02166862,61.00727882
1/9/2013,NSW,2013,9,16.21313283,58.69209748
1/10/2013,NSW,2013,10,17.5268025,52.53322748
1/11/2013,NSW,2013,11,18.2337668,64.97714317
1/12/2013,NSW,2013,12,21.31457613,60.90322052
1/1/2014,NSW,2014,1,22.30970472,63.47403355
1/2/2014,NSW,2014,2,21.44941689,70.0468695
1/3/2014,NSW,2014,3,20.11149789,76.22089044
1/4/2014,NSW,2014,4,17.10375296,74.16368574
1/5/2014,NSW,2014,5,14.15508636,72.18095109
1/6/2014,NSW,2014,6,11.44385435,74.51435363
1/7/2014,NSW,2014,7,10.22016097,67.29111279
