state,date,year,month,observed,observed_imp,popn,tas,RH
WA,2013-05-01,2013,5,76,76,2486944.0,14.923694321723636,74.71393540369849
WA,2013-06-01,2013,6,67,67,2486944.0,12.69623177459376,75.12540155968198
WA,2013-07-01,2013,7,197,197,2496285.0,11.920854391839878,74.45616993551027
WA,2013-08-01,2013,8,562,562,2496285.0,14.049589284191818,77.25598407143379
WA,2013-09-01,2013,9,519,519,2496285.0,14.525174843327166,73.83561309739366
WA,2013-10-01,2013,10,319,319,2502188.0,17.099370636712514,66.78153855827527
WA,2013-11-01,2013,11,208,208,2502188.0,21.290220462136848,55.012728763164894
WA,2013-12-01,2013,12,88,88,2502188.0,22.73896092907728,51.08698956182868
WA,2014-01-01,2014,1,141,141,2512556.0,24.548271727571997,52.45790117932183
WA,2014-02-01,2014,2,120,120,2512556.0,24.71693558005472,47.99424214679421
WA,2014-03-01,2014,3,122,122,2512556.0,22.7147724856806,57.5209248108141
WA,2014-04-01,2014,4,128,128,2517608.0,19.08584488332572,62.38264836390911
WA,2014-05-01,2014,5,140,140,2517608.0,15.926620735720546,79.14265209069136
WA,2014-06-01,2014,6,192,192,2517608.0,12.67811796182235,72.71744481496971
WA,2014-07-01,2014,7,786,786,2524042.0,12.52355408655398,77.50531396547
WA,2014-08-01,2014,8,1892,1892,2524042.0,14.685638409886185,70.30089431356136
WA,2014-09-01,2014,9,1079,1079,2524042.0,15.475380029874138,72.08844142967055
WA,2014-10-01,2014,10,394,394,2528619.0,17.633682423964935,65.88270492981162
WA,2014-11-01,2014,11,140,140,2528619.0,19.111219746276436,60.939107947753165
WA,2014-12-01,2014,12,115,115,2528619.0,21.57816411617744,53.14681279720891
WA,2015-01-01,2015,1,190,190,2536604.0,24.79529891755752,47.732081840087865
WA,2015-02-01,2015,2,165,165,2536604.0,24.9114462271981,55.60316312912943
WA,2015-03-01,2015,3,180,180,2536604.0,21.752052578660127,60.01522023642025
WA,2015-04-01,2015,4,196,196,2540672.0,18.44628233259204,62.86915787638065
WA,2015-05-01,2015,5,367,367,2540672.0,14.158376814011634,68.28624135434083
WA,2015-06-01,2015,6,517,517,2540672.0,14.080451013180308,73.7780453822602
WA,2015-07-01,2015,7,1151,1151,2545509.0,12.773128845754554,75.94860284874134
WA,2015-08-01,2015,8,1226,1226,2545509.0,12.954481902217914,74.64871111503855
WA,2015-09-01,2015,9,1239,1239,2545509.0,14.753494594353237,63.00066543796697
WA,2015-10-01,2015,10,549,549,2547745.0,19.08071929501056,61.70719889268241
WA,2015-11-01,2015,11,101,101,2547745.0,21.122237191696456,57.67914214273232
WA,2015-12-01,2015,12,128,128,2547745.0,22.1815427184962,51.82578621061317
WA,2016-01-01,2016,1,113,113,2554506.0,24.484309826017192,56.43529804138405
WA,2016-02-01,2016,2,177,177,2554506.0,24.06835858397996,50.81620767827198
WA,2016-03-01,2016,3,197,197,2554506.0,22.71273981432974,61.62969395322175
WA,2016-04-01,2016,4,193,193,2555978.0,18.832297569834207,70.82394274758873
WA,2016-05-01,2016,5,233,233,2555978.0,14.470940751780464,75.61481600495232
WA,2016-06-01,2016,6,285,285,2555978.0,12.570314319228771,77.7614420022688
WA,2016-07-01,2016,7,974,974,2564492.0,11.544213851563908,75.34910784264338
WA,2016-08-01,2016,8,2095,2095,2564492.0,11.731392891776885,74.85823834799932
WA,2016-09-01,2016,9,2626,2626,2564492.0,12.03943512004864,71.5196398870841
WA,2016-10-01,2016,10,577,577,2569606.0,15.29340016835177,65.0759728813785
WA,2016-11-01,2016,11,205,205,2569606.0,19.880307257141872,55.68927239316746
WA,2016-12-01,2016,12,151,151,2569606.0,21.22378938293723,55.29209428845389
WA,2017-01-01,2017,1,138,138,2579276.0,23.377096774174536,53.066442707367685
WA,2017-02-01,2017,2,125,125,2579276.0,22.87699308034916,62.52494276027301
WA,2017-03-01,2017,3,158,158,2579276.0,21.1822208600132,62.51685249653843
WA,2017-04-01,2017,4,93,93,2585720.0,18.622399027496705,62.13884533748588
WA,2017-05-01,2017,5,148,148,2585720.0,15.546995840057043,70.01528796696131
WA,2017-06-01,2017,6,294,294,2585720.0,13.64026725656806,67.15218074386836
WA,2017-07-01,2017,7,542,542,2594138.0,12.505257641681052,77.0399935939763
WA,2017-08-01,2017,8,1064,1064,2594138.0,12.959406701779244,75.72950692106507
WA,2017-09-01,2017,9,2038,2038,2594138.0,14.29141290563948,71.19477535292862
WA,2017-10-01,2017,10,785,785,2599928.0,16.350228902680424,65.23212990121185
WA,2017-11-01,2017,11,357,357,2599928.0,21.36983758242184,54.66253743123981
WA,2017-12-01,2017,12,274,274,2599928.0,22.44917617356848,53.742143455740376
WA,2018-01-01,2018,1,238,238,2610320.0,23.369930530428142,56.432974121967305
WA,2018-02-01,2018,2,334,334,2610320.0,22.71054580755323,60.19042790466791
WA,2018-03-01,2018,3,288,288,2610320.0,22.752239007211173,58.20806458944449
WA,2018-04-01,2018,4,150,150,2617792.0,18.82535132196699,67.40366037285476
WA,2018-05-01,2018,5,196,196,2617792.0,16.109927905729506,59.430819779179565
WA,2018-06-01,2018,6,501,501,2617792.0,12.911753800637532,76.27345734489933
WA,2018-07-01,2018,7,670,670,2628121.0,13.127982339919672,76.17189647806414
WA,2018-08-01,2018,8,1023,1023,2628121.0,12.028771991523424,75.18925243002376
WA,2018-09-01,2018,9,1086,1086,2628121.0,13.682737488914023,71.48896988687909
WA,2018-10-01,2018,10,598,598,2636404.0,16.957932942655344,69.93263526037246
WA,2018-11-01,2018,11,404,404,2636404.0,18.22911936121704,60.34904860343232
WA,2018-12-01,2018,12,363,363,2636404.0,21.91683033037173,56.4364465740125
WA,2019-01-01,2019,1,531,531,2649641.0,22.866462216829607,54.08918401697159
WA,2019-02-01,2019,2,498,498,2649641.0,23.684392305009517,55.11279042325357
WA,2019-03-01,2019,3,496,496,2649641.0,22.670314214116875,57.69762115830199
WA,2019-04-01,2019,4,512,512,2659625.0,18.241922341363026,61.4202454020754
WA,2019-05-01,2019,5,4056,4056,2659625.0,14.523187137849453,62.72411004298532
WA,2019-06-01,2019,6,10133,10133,2659625.0,13.35271498447947,69.13348205395117
WA,2019-07-01,2019,7,4766,4766,2674246.0,12.64258627866484,77.25980397535459
WA,2019-08-01,2019,8,1220,1220,2674246.0,13.165294711187515,68.53855812623219
WA,2019-09-01,2019,9,372,372,2674246.0,15.257320118662491,68.92769030366291
WA,2019-10-01,2019,10,200,200,2688799.0,17.242585061648104,64.91295846274065
WA,2019-11-01,2019,11,221,221,2688799.0,21.05281778388832,51.72685130666847
WA,2019-12-01,2019,12,223,223,2688799.0,25.015205295150587,48.33963220418539
WA,2022-01-01,2022,1,4,9,2777252.0,25.38663091573669,48.07540883013882
WA,2022-02-01,2022,2,7,7,2777252.0,25.510529987847423,50.25719062262993
WA,2022-03-01,2022,3,7,9,2777252.0,22.83359271117987,59.53434106718816
WA,2022-04-01,2022,4,23,23,2791794.0,18.418941187147045,65.3642774087473
WA,2022-05-01,2022,5,369,369,2791794.0,15.138055336552538,72.02753009928026
WA,2022-06-01,2022,6,3027,3027,2791794.0,13.486924891481522,78.28944438657638
WA,2022-07-01,2022,7,7221,7221,2812331.0,12.558294206043216,74.60612540816628
WA,2022-08-01,2022,8,1661,1661,2812331.0,12.188047416391408,73.4035888097304
WA,2022-09-01,2022,9,625,625,2812331.0,14.203519803802443,71.93139239990994
WA,2022-10-01,2022,10,314,314,2834117.0,14.87706126691366,66.96881049115818
WA,2022-11-01,2022,11,312,312,2834117.0,18.349941376477517,60.43153659640799
WA,2022-12-01,2022,12,424,424,2834117.0,22.29593956923829,51.92666184711764
